"","snippet.title","stock_name","statistics.viewCount","statistics.likeCount","statistics.dislikeCount","statistics.favoriteCount","statistics.commentCount","snippet.publishedAt","snippet.channelTitle"
"113","MASSIVE RIDE STOCK NEWS! 50K PRE-ORDERS, 1500 STAFF AND MORE!","RIDE","13691","1084","22","0","197","2020-11-16T18:59:00Z","Jack Spencer Investing"
"114","MASSIVE SPCE STOCK NEWS - VIRGIN GALACTIC PRICE PREDICTION!","SPCE","10641","604","13","0","161","2020-11-18T18:59:01Z","Jack Spencer Investing"
"115","MASSIVE VIRGIN GALACTIC STOCK NEWS! SPCE STOCK PROFITS COMING SOON!","NA","12463","977","29","0","207","2020-11-08T18:59:01Z","Jack Spencer Investing"
"116","MCDONALD'S STOCK MARCH 2020 - IS IT A STOCK TO BUY NOW?","MCD","490","21","0","0","6","2020-03-23T15:56:36Z","Jack Spencer Investing"
"117","MORE CCIV STOCK EVIDENCE. LUCID MOTORS STOCK NEWS!","CCIV","18401","1357","18","0","227","2021-02-01T16:59:01Z","Jack Spencer Investing"
"118","MORE LUCID MOTORS STOCK NEWS.. CCIV MERGER EVIDENCE.","RIDE","20899","1265","19","0","196","2021-01-19T16:59:01Z","Jack Spencer Investing"
"119","MY NEXT BIG PENNY STOCK! - ACER STOCK ANALYSIS! - 4X POTENTIAL.","ACER","24914","1041","17","0","341","2021-01-13T14:59:01Z","Jack Spencer Investing"
"120","NAT STOCK STILL DOWN 40%! - BUY NAT STOCK NOW? - NAT Q1 EARNINGS!","NAT","5739","403","9","0","144","2020-05-19T15:59:20Z","Jack Spencer Investing"
"121","NEW ELECTRIC LAST MILE DELIVERY STOCK. - FIII STOCK - IS IT A BUY?","FIII","9891","736","28","0","157","2020-12-15T18:59:02Z","Jack Spencer Investing"
"122","NEXT BIG EV CHARGING STOCK? MAYBE.. NBAC STOCK, NUVVE STOCK ANALYSIS.","NUVVE","17746","1189","23","0","391","2020-11-25T15:59:01Z","Jack Spencer Investing"
"123","NIKOLA STOCK ANALYSIS - NIKOLA'S SECRETS.. NKLA STOCK SHORT ATTACK?","NKLA","8717","774","16","0","218","2020-09-12T13:59:01Z","Jack Spencer Investing"
"124","NIO JUST CHANGED EVERYTHING. NIO STOCK PRICE PREDICTION. NIO DAY.","NIO","19126","1055","24","0","265","2021-01-10T14:59:01Z","Jack Spencer Investing"
"125","NIO STOCK ANALYSIS - NIO STOCK PRICE PREDICTIONS - LONG TERM CATALYSTS","NIO","12594","849","27","0","171","2020-11-08T15:59:01Z","Jack Spencer Investing"
"126","NIO STOCK ANALYSIS! - IS IT TOO LATE TO BUY NIO STOCK?!","NIO","19198","1204","17","0","362","2020-08-26T18:59:01Z","Jack Spencer Investing"
"127","NIO STOCK ANALYSIS! THE RISE OF NIO - THE BEST EV STOCK TO BUY NOW?","NIO","15055","909","20","0","244","2020-08-01T16:59:06Z","Jack Spencer Investing"
"128","NIO STOCK CAPITAL RAISE. SHOULD YOU BE WORRIED? NIO STOCK PREDICTIONS","NIO","9415","629","12","0","151","2021-01-12T18:59:01Z","Jack Spencer Investing"
"129","NIO STOCK PRICE PREDICTIONS! NIO STOCK NEWS AND UPGRADES!","NIO","22165","1521","35","0","491","2020-10-16T17:59:01Z","Jack Spencer Investing"
"130","NIO STOCK PRICE PREDICTIONS! WHEN I WOULD BUY NIO STOCK.","NIO","40777","1763","65","0","683","2020-11-05T15:59:01Z","Jack Spencer Investing"
"131","NIO STOCK Q2 EARNINGS! - BUY NIO STOCK NOW?!","NIO","8193","588","18","0","164","2020-08-11T15:59:04Z","Jack Spencer Investing"
"132","PEPSI STOCK  VS. COCA COLA STOCK - BEST STOCK TO BUY NOW?","PEPSI","1641","86","3","0","23","2020-03-29T14:18:36Z","Jack Spencer Investing"
"133","QUANTUMSCAPE KCAC STOCK ANALYSIS! NEW SOLID STATE BATTERY TECHNOLOGY!","KCAC","18705","1208","12","0","218","2020-09-06T16:58:34Z","Jack Spencer Investing"
"134","SBE MERGER DATE CONFIRMED! SHOULD YOU BUY SBE STOCK NOW?!","SBE","20403","1158","20","0","258","2021-01-10T18:59:01Z","Jack Spencer Investing"
"135","SHOULD YOU BE WORRIED ABOUT LORDSTOWN MOTORS STOCK? RIDE STOCK NEWS!","RIDE","12104","891","10","0","144","2021-02-15T14:59:02Z","Jack Spencer Investing"
"136","SHOULD YOU BUY AMAZON STOCK NOW? - 127 P/E RATIO?!","AMZN","2683","226","4","0","79","2020-06-22T16:59:13Z","Jack Spencer Investing"
"137","SHOULD YOU BUY NIO STOCK BEFORE NIO DAY? NIO STOCK PREDICTION!","NIO","13510","811","19","0","299","2021-01-08T18:59:01Z","Jack Spencer Investing"
"138","SHOULD YOU BUY OR SELL BNGO STOCK NOW? ARK INVEST LESS BULLISH?","BNGO","13361","695","20","0","275","2021-01-08T16:59:01Z","Jack Spencer Investing"
"139","SHOULD YOU BUY SPCE STOCK ABOVE $30? VIRGIN GALACTIC STOCK PREDICTION","SPCE","11844","756","17","0","208","2020-12-10T15:59:01Z","Jack Spencer Investing"
"140","SHOULD YOU BUY TESLA STOCK BEFORE BATTERY DAY? - TESLA STOCK ANALYSIS","TESLA","25450","1774","24","0","495","2020-09-20T13:59:01Z","Jack Spencer Investing"
"141","SHOULD YOU BUY TESLA STOCK BEFORE THE STOCK SPLIT? TSLA STOCK!","TESLA","14141","1121","17","0","450","2020-08-20T15:59:07Z","Jack Spencer Investing"
"142","SPCE STOCK IS READY TO GO PARABOLIC. VIRGIN GALACTIC STOCK ANALYSIS!","SPCE","17282","984","18","0","203","2020-12-07T18:59:02Z","Jack Spencer Investing"
"143","SPOTIFY STOCK ANALYSIS!  - SPOTIFY STOCK Q1 EARNINGS. - JOE ROGAN PODCAST DEAL!","SPOT","1456","102","2","0","44","2020-05-20T14:59:29Z","Jack Spencer Investing"
"144","TELADOC STOCK ANALYSIS - WHY ARK INVEST IS LOADING UP.","TLDC","10749","503","19","0","113","2020-12-17T15:59:01Z","Jack Spencer Investing"
"145","TESLA STOCK PRICE PREDICTION FOR BATTERY DAY! - TESLA STOCK ANALYSIS!","TESLA","37875","2644","55","0","452","2020-09-16T15:59:02Z","Jack Spencer Investing"
"146","TESLA STOCK TO $6000?! IS IT TOO LATE TO BUY TESLA NOW?","TESLA","13246","637","33","0","275","2020-07-06T15:59:14Z","Jack Spencer Investing"
"147","THE BEST GAMING STOCK TO BUY NOW?! CORSAIR STOCK ANALYSIS. CRSR STOCK","CRSR","14360","848","18","0","163","2020-12-07T15:59:01Z","Jack Spencer Investing"
"148","THE BEST GROWTH STOCK THERE IS? VIRGIN GALACTIC STOCK ANALYSIS.","NA","15181","1267","12","0","288","2020-09-10T15:59:01Z","Jack Spencer Investing"
"149","THE BEST OIL TANKER STOCK TO BUY NOW?! - NAT VS. DHT!","NAT","4214","321","7","0","152","2020-05-08T13:59:20Z","Jack Spencer Investing"
"150","THE BIGGEST IPO EVER - PALANTIR STOCK IPO - PALANTIR STOCK ANALYSIS.","PLTR","18878","1334","31","0","253","2020-07-26T13:59:10Z","Jack Spencer Investing"
"151","THE BIGGEST WORKHORSE STOCK NEWS YET - 6300 VEHICE ORDER! WKHS STOCK.","WKHS","16413","1639","16","0","332","2021-01-04T14:59:00Z","Jack Spencer Investing"
"152","THE CLOSEST THING TO SPACEX STOCK? ROCKET LAB STOCK ANALYSIS.","LAB","4842","258","55","0","123","2021-03-23T16:59:00Z","Jack Spencer Investing"
"153","THE MOST UNDERVALUED SPAC STOCK - CCXX STOCK ANALYSIS, MULTIPLAN STOCK","SPAC","28324","1909","29","0","480","2020-09-13T13:59:04Z","Jack Spencer Investing"
"154","THE NEXT 10X STOCK?! -MOMENTUS STOCK ANALYSIS - SRAC STOCK ANALYSIS!","MNTS","27223","2047","21","0","380","2020-10-14T15:59:21Z","Jack Spencer Investing"
"155","THE NEXT BIG EV CHARGING STOCK?! EVBOX STOCK ANALYSIS - TPGY STOCK!","EVBOX","12532","673","22","0","126","2020-12-11T15:59:01Z","Jack Spencer Investing"
"156","THE NEXT BIG EV STOCK! XL FLEET STOCK ANALYSIS! - PIC STOCK ANALYSIS!","FLEET","31762","2320","30","0","397","2020-09-19T13:59:01Z","Jack Spencer Investing"
"157","THE NEXT BIG IPO?! - JAMF SOFTWARE STOCK ANALYSIS! - BIG POTENTIAL!","JAMF","15312","1091","14","0","249","2020-07-20T15:59:06Z","Jack Spencer Investing"
"158","THE NEXT HUGE GROWTH SPAC TO BUY NOW - APXT STOCK - AVEPOINT STOCK.","APXT","17791","1352","13","0","217","2020-11-29T18:59:03Z","Jack Spencer Investing"
"159","THE REAL REASON HYLIION STOCK IS CRASHING.. HYLN STOCK NEWS!","HYLN","42155","3145","88","0","905","2020-10-07T18:58:52Z","Jack Spencer Investing"
"160","THE REAL REASON LORDSTOWN MOTORS STOCK IS CRASHING.. DPHC STOCK NEWS.","RIDE","25541","1860","60","0","339","2020-10-23T15:59:01Z","Jack Spencer Investing"
"161","THE SAFEST EV STOCK TO BUY NOW? CHARGEPOINT STOCK ANALYSIS, SBE STOCK.","EV","18793","1132","17","0","204","2020-11-05T20:59:01Z","Jack Spencer Investing"
"162","THIS COULD BE HUGE FOR NIO STOCK - NIO STOCK PREDICTIONS!","NIO","18201","1196","26","0","237","2020-11-30T15:59:00Z","Jack Spencer Investing"
"163","THIS EV CHARGER SPAC IS EXPLODING. EVGO STOCK ANALYSIS. CLII STOCK.","EVGO","14584","939","22","0","163","2021-01-23T16:59:01Z","Jack Spencer Investing"
"164","THIS NEW EV SPAC COULD EXPLODE! NGAC STOCK ANALYSIS - XOS TRUCKS","NGAC","18885","1075","13","0","168","2021-02-09T14:59:01Z","Jack Spencer Investing"
"165","THIS NEW SPACE SPAC HAS BIG POTENTIAL.. HOL STOCK ANALYSIS - ASTRA.","HOL","18811","1010","19","0","222","2021-02-04T19:59:01Z","Jack Spencer Investing"
"166","TRUMP LOVES LORDSTOWN MOTORS STOCK? WORKHORSE STOCK UPDATE! WKHS STOCK","WKHS","19101","1971","24","0","399","2020-09-29T15:59:00Z","Jack Spencer Investing"
